system:index,Date,District,Month,Year,.geo
2014_06_18_0,2014-06-18,Jaffna,6,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_06_18_1,2014-06-18,Anuradhapura,6,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_06_18_2,2014-06-18,Polonnaruwa,6,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_06_18_3,2014-06-18,Matale,6,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_06_18_4,2014-06-18,Monaragala,6,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_06_26_0,2014-06-26,Jaffna,6,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_06_26_1,2014-06-26,Anuradhapura,6,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_06_26_2,2014-06-26,Polonnaruwa,6,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_06_26_3,2014-06-26,Matale,6,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_06_26_4,2014-06-26,Monaragala,6,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_07_04_0,2014-07-04,Jaffna,7,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_07_04_1,2014-07-04,Anuradhapura,7,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_07_04_2,2014-07-04,Polonnaruwa,7,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_07_04_3,2014-07-04,Matale,7,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_07_04_4,2014-07-04,Monaragala,7,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_07_12_0,2014-07-12,Jaffna,7,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_07_12_1,2014-07-12,Anuradhapura,7,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_07_12_2,2014-07-12,Polonnaruwa,7,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_07_12_3,2014-07-12,Matale,7,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_07_12_4,2014-07-12,Monaragala,7,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_07_20_0,2014-07-20,Jaffna,7,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_07_20_1,2014-07-20,Anuradhapura,7,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_07_20_2,2014-07-20,Polonnaruwa,7,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_07_20_3,2014-07-20,Matale,7,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_07_20_4,2014-07-20,Monaragala,7,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_07_28_0,2014-07-28,Jaffna,7,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_07_28_1,2014-07-28,Anuradhapura,7,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_07_28_2,2014-07-28,Polonnaruwa,7,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_07_28_3,2014-07-28,Matale,7,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_07_28_4,2014-07-28,Monaragala,7,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_08_05_0,2014-08-05,Jaffna,8,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_08_05_1,2014-08-05,Anuradhapura,8,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_08_05_2,2014-08-05,Polonnaruwa,8,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_08_05_3,2014-08-05,Matale,8,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_08_05_4,2014-08-05,Monaragala,8,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_08_13_0,2014-08-13,Jaffna,8,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_08_13_1,2014-08-13,Anuradhapura,8,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_08_13_2,2014-08-13,Polonnaruwa,8,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_08_13_3,2014-08-13,Matale,8,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_08_13_4,2014-08-13,Monaragala,8,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_08_21_0,2014-08-21,Jaffna,8,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_08_21_1,2014-08-21,Anuradhapura,8,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_08_21_2,2014-08-21,Polonnaruwa,8,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_08_21_3,2014-08-21,Matale,8,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_08_21_4,2014-08-21,Monaragala,8,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_08_29_0,2014-08-29,Jaffna,8,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_08_29_1,2014-08-29,Anuradhapura,8,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_08_29_2,2014-08-29,Polonnaruwa,8,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_08_29_3,2014-08-29,Matale,8,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_08_29_4,2014-08-29,Monaragala,8,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_09_06_0,2014-09-06,Jaffna,9,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_09_06_1,2014-09-06,Anuradhapura,9,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_09_06_2,2014-09-06,Polonnaruwa,9,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_09_06_3,2014-09-06,Matale,9,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_09_06_4,2014-09-06,Monaragala,9,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_09_14_0,2014-09-14,Jaffna,9,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_09_14_1,2014-09-14,Anuradhapura,9,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_09_14_2,2014-09-14,Polonnaruwa,9,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_09_14_3,2014-09-14,Matale,9,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_09_14_4,2014-09-14,Monaragala,9,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_09_22_0,2014-09-22,Jaffna,9,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_09_22_1,2014-09-22,Anuradhapura,9,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_09_22_2,2014-09-22,Polonnaruwa,9,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_09_22_3,2014-09-22,Matale,9,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_09_22_4,2014-09-22,Monaragala,9,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_09_30_0,2014-09-30,Jaffna,9,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_09_30_1,2014-09-30,Anuradhapura,9,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_09_30_2,2014-09-30,Polonnaruwa,9,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_09_30_3,2014-09-30,Matale,9,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_09_30_4,2014-09-30,Monaragala,9,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_10_08_0,2014-10-08,Jaffna,10,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_10_08_1,2014-10-08,Anuradhapura,10,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_10_08_2,2014-10-08,Polonnaruwa,10,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_10_08_3,2014-10-08,Matale,10,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_10_08_4,2014-10-08,Monaragala,10,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_10_16_0,2014-10-16,Jaffna,10,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_10_16_1,2014-10-16,Anuradhapura,10,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_10_16_2,2014-10-16,Polonnaruwa,10,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_10_16_3,2014-10-16,Matale,10,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_10_16_4,2014-10-16,Monaragala,10,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_10_24_0,2014-10-24,Jaffna,10,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_10_24_1,2014-10-24,Anuradhapura,10,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_10_24_2,2014-10-24,Polonnaruwa,10,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_10_24_3,2014-10-24,Matale,10,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_10_24_4,2014-10-24,Monaragala,10,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_11_01_0,2014-11-01,Jaffna,11,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_11_01_1,2014-11-01,Anuradhapura,11,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_11_01_2,2014-11-01,Polonnaruwa,11,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_11_01_3,2014-11-01,Matale,11,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_11_01_4,2014-11-01,Monaragala,11,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_11_09_0,2014-11-09,Jaffna,11,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_11_09_1,2014-11-09,Anuradhapura,11,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_11_09_2,2014-11-09,Polonnaruwa,11,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_11_09_3,2014-11-09,Matale,11,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_11_09_4,2014-11-09,Monaragala,11,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_11_17_0,2014-11-17,Jaffna,11,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_11_17_1,2014-11-17,Anuradhapura,11,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_11_17_2,2014-11-17,Polonnaruwa,11,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_11_17_3,2014-11-17,Matale,11,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_11_17_4,2014-11-17,Monaragala,11,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_11_25_0,2014-11-25,Jaffna,11,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_11_25_1,2014-11-25,Anuradhapura,11,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_11_25_2,2014-11-25,Polonnaruwa,11,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_11_25_3,2014-11-25,Matale,11,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_11_25_4,2014-11-25,Monaragala,11,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_12_03_0,2014-12-03,Jaffna,12,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_12_03_1,2014-12-03,Anuradhapura,12,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_12_03_2,2014-12-03,Polonnaruwa,12,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_12_03_3,2014-12-03,Matale,12,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_12_03_4,2014-12-03,Monaragala,12,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_12_11_0,2014-12-11,Jaffna,12,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_12_11_1,2014-12-11,Anuradhapura,12,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_12_11_2,2014-12-11,Polonnaruwa,12,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_12_11_3,2014-12-11,Matale,12,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_12_11_4,2014-12-11,Monaragala,12,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_12_19_0,2014-12-19,Jaffna,12,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_12_19_1,2014-12-19,Anuradhapura,12,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_12_19_2,2014-12-19,Polonnaruwa,12,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_12_19_3,2014-12-19,Matale,12,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_12_19_4,2014-12-19,Monaragala,12,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2014_12_27_0,2014-12-27,Jaffna,12,2014,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2014_12_27_1,2014-12-27,Anuradhapura,12,2014,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2014_12_27_2,2014-12-27,Polonnaruwa,12,2014,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2014_12_27_3,2014-12-27,Matale,12,2014,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2014_12_27_4,2014-12-27,Monaragala,12,2014,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_01_01_0,2015-01-01,Jaffna,1,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_01_01_1,2015-01-01,Anuradhapura,1,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_01_01_2,2015-01-01,Polonnaruwa,1,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_01_01_3,2015-01-01,Matale,1,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_01_01_4,2015-01-01,Monaragala,1,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_01_09_0,2015-01-09,Jaffna,1,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_01_09_1,2015-01-09,Anuradhapura,1,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_01_09_2,2015-01-09,Polonnaruwa,1,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_01_09_3,2015-01-09,Matale,1,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_01_09_4,2015-01-09,Monaragala,1,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_01_17_0,2015-01-17,Jaffna,1,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_01_17_1,2015-01-17,Anuradhapura,1,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_01_17_2,2015-01-17,Polonnaruwa,1,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_01_17_3,2015-01-17,Matale,1,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_01_17_4,2015-01-17,Monaragala,1,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_01_25_0,2015-01-25,Jaffna,1,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_01_25_1,2015-01-25,Anuradhapura,1,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_01_25_2,2015-01-25,Polonnaruwa,1,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_01_25_3,2015-01-25,Matale,1,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_01_25_4,2015-01-25,Monaragala,1,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_02_02_0,2015-02-02,Jaffna,2,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_02_02_1,2015-02-02,Anuradhapura,2,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_02_02_2,2015-02-02,Polonnaruwa,2,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_02_02_3,2015-02-02,Matale,2,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_02_02_4,2015-02-02,Monaragala,2,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_02_10_0,2015-02-10,Jaffna,2,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_02_10_1,2015-02-10,Anuradhapura,2,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_02_10_2,2015-02-10,Polonnaruwa,2,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_02_10_3,2015-02-10,Matale,2,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_02_10_4,2015-02-10,Monaragala,2,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_02_18_0,2015-02-18,Jaffna,2,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_02_18_1,2015-02-18,Anuradhapura,2,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_02_18_2,2015-02-18,Polonnaruwa,2,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_02_18_3,2015-02-18,Matale,2,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_02_18_4,2015-02-18,Monaragala,2,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_02_26_0,2015-02-26,Jaffna,2,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_02_26_1,2015-02-26,Anuradhapura,2,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_02_26_2,2015-02-26,Polonnaruwa,2,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_02_26_3,2015-02-26,Matale,2,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_02_26_4,2015-02-26,Monaragala,2,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_03_06_0,2015-03-06,Jaffna,3,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_03_06_1,2015-03-06,Anuradhapura,3,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_03_06_2,2015-03-06,Polonnaruwa,3,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_03_06_3,2015-03-06,Matale,3,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_03_06_4,2015-03-06,Monaragala,3,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_03_14_0,2015-03-14,Jaffna,3,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_03_14_1,2015-03-14,Anuradhapura,3,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_03_14_2,2015-03-14,Polonnaruwa,3,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_03_14_3,2015-03-14,Matale,3,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_03_14_4,2015-03-14,Monaragala,3,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_03_22_0,2015-03-22,Jaffna,3,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_03_22_1,2015-03-22,Anuradhapura,3,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_03_22_2,2015-03-22,Polonnaruwa,3,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_03_22_3,2015-03-22,Matale,3,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_03_22_4,2015-03-22,Monaragala,3,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_03_30_0,2015-03-30,Jaffna,3,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_03_30_1,2015-03-30,Anuradhapura,3,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_03_30_2,2015-03-30,Polonnaruwa,3,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_03_30_3,2015-03-30,Matale,3,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_03_30_4,2015-03-30,Monaragala,3,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_04_07_0,2015-04-07,Jaffna,4,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_04_07_1,2015-04-07,Anuradhapura,4,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_04_07_2,2015-04-07,Polonnaruwa,4,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_04_07_3,2015-04-07,Matale,4,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_04_07_4,2015-04-07,Monaragala,4,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_04_15_0,2015-04-15,Jaffna,4,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_04_15_1,2015-04-15,Anuradhapura,4,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_04_15_2,2015-04-15,Polonnaruwa,4,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_04_15_3,2015-04-15,Matale,4,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_04_15_4,2015-04-15,Monaragala,4,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_04_23_0,2015-04-23,Jaffna,4,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_04_23_1,2015-04-23,Anuradhapura,4,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_04_23_2,2015-04-23,Polonnaruwa,4,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_04_23_3,2015-04-23,Matale,4,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_04_23_4,2015-04-23,Monaragala,4,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_05_01_0,2015-05-01,Jaffna,5,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_05_01_1,2015-05-01,Anuradhapura,5,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_05_01_2,2015-05-01,Polonnaruwa,5,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_05_01_3,2015-05-01,Matale,5,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_05_01_4,2015-05-01,Monaragala,5,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_05_09_0,2015-05-09,Jaffna,5,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_05_09_1,2015-05-09,Anuradhapura,5,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_05_09_2,2015-05-09,Polonnaruwa,5,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_05_09_3,2015-05-09,Matale,5,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_05_09_4,2015-05-09,Monaragala,5,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_05_17_0,2015-05-17,Jaffna,5,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_05_17_1,2015-05-17,Anuradhapura,5,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_05_17_2,2015-05-17,Polonnaruwa,5,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_05_17_3,2015-05-17,Matale,5,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_05_17_4,2015-05-17,Monaragala,5,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_05_25_0,2015-05-25,Jaffna,5,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_05_25_1,2015-05-25,Anuradhapura,5,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_05_25_2,2015-05-25,Polonnaruwa,5,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_05_25_3,2015-05-25,Matale,5,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_05_25_4,2015-05-25,Monaragala,5,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_06_02_0,2015-06-02,Jaffna,6,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_06_02_1,2015-06-02,Anuradhapura,6,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
2015_06_02_2,2015-06-02,Polonnaruwa,6,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_06_02_3,2015-06-02,Matale,6,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_06_02_4,2015-06-02,Monaragala,6,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_06_10_0,2015-06-10,Jaffna,6,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_06_10_1,2015-06-10,Anuradhapura,6,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.3114]}"
